Alphabet,Word,Interpretation
B,Bra,"When we dream of wearing a bra it represents support and security from somebody close to you. You might want to learn how to become more confident with yourself in your waking life. If you are a man and your are trying on or wearing a bra, represents being overworked at home and at work. Do you need help and nobody is giving it to you? Try not to be alarmed with this dream its quite common for men."
B,Brakes,These dream are often metaphoric to the control you have in your life that often appears not to be working. Dreaming of breaks suggests how well you will control a situation along your path. When the brakes fail it suggest a loss of control and movement. Driving without breaks implies taking chances and risks that could cause you to crash if you are not careful.
B,Breaking,Whenever we break some object in our dream symbolizes change or broken dreams. To see broken glass like plates or glasses represents our values and pride. Who was in your dream when this was going on? This might help you break down what person is affecting you in your waking life. Kids toys broken suggests that you have destroyed your inner child. When we dream of a broken window doesn’t necessarily mean seven years of bad luck. It means that you are broken emotionally.
B,Breaking Up,"Breaking up in our dream depends if you are the one making the final call or being on the receiving end. In most cases breaking up has more to do with the dreamer changing, but this is not the case with everyone. Some might consider this dream an wishful fulfillment or perhaps relates to your own fears and insecurity. In-depth analysis of Breaking Up dreams"
B,Breastfeeding,"These are unique dreams that shows signs of metaphorically nurturing something new within. The stage after being pregnant , there is new life relating to ideas, career, inner masculine and beginnings. Breastfeeding a baby connects to nourishing your inner self.  Could this dream be a wishful fulfillment? In-depth analysis of Breastfeeding  dreams"
B,Bread,"This powerful symbol that some would considered it a gift from God, thus encouraging you to explore what this means to you on a deeper level. Often giving or receiving this is a positive omen wanting you to explore who you are on a deeper level. In-depth analysis of Bread dreams"
B,Breadfruit,"Breadfruit in your dream is a positive omen that relates to new found growth, spiritual wisdom, seeds inside connecting to abundance, and heart chakra. Its connection with the dream incorporates the Self and nourishment from the feminine energy. If the breadfruit is ripe it suggests new found success will unfold soon. If you are roasting the breadfruit represents alternative ways you are seeking nourishment. Picking breadfruit implies obtaining new found success."
B,Breaking Up,"Common dreams are breaking up with unresolved past relationships as emotions are not sorted out.  However if you dream of either breaking up with your husband/wife or boyfriend/girlfriend it might be fears, confidence, stability or desires you possess.  Could it be a metaphor for change in the relationship or to break apart aspects of your relationship. In-depth analysis of Breaking Up  dreams"
B,Breath or Breathing,"In our dreams we often have trouble to breath or struggling to put air into our lungs. Now in most cases this awful feeling may be a result of sleep paralysis – the inability to move in our bed. This may also be attributed for the feeling as if someone is breathing on you. However, in dreams about gasping for air represents distortion within your mind, body and soul; emotionally or physically stagnated in a particular situation. Breath is essentially your “life force” which is being restricted from you – friends, relationships, fears, work etc.. To dream of bad breath represents embarrassing situations you are unaware of. This might be unknown to the dreamer but can be sensed by others. Bad breath might be indicating poor communication or relates to a distortion within the mind, body and soul."
B,Breeze,"The breeze is a powerful symbol that connects with the spirit. It’s movements is something we cannot see but feel; linking to a shift, the messenger of divine intervention, and it is the vital breath of the universe. To dream of cold breeze is a warning to be prepared to cover yourself when it comes. In-depth analysis of Breeze  dreams"
B,Bridge,"We associate bridges with connecting one place to another. These are positive dream symbol that join us with the spiritual, emotional, relationship and friendship. Dreams appear as metaphors and this could be a metaphor for bridging the gap; perhaps a bridge over troubled waters, a bridge too far, burning bridges, cross that bridge. You might be transitioning from one place to another or you might be cutting away things that were once important. In-depth analysis of Bridge  dreams"
B,Broken Glass,"Does this mean you will have bad luck? Broken glass brings your attention to things that are important or possibly fragile that has broken. This could mean relationships, physically or ideas that are shattered. In-depth analysis of Broken Glass dreams"
B,Brother,"Brother that appear in dreams represent love, sacrifice, respect and bonding in your life and family unit. Oddly enough when we dream of our siblings it is usually of them dying, being shot, lost or dead; images that emerge to reflect that you are harboring emotions that are hidden from you. We tend to pick up on transitions, shifts, personality changes or if they are being controlled by something. In-depth analysis of Brother dreams"
B,Brush,You might need to brush something off or straighten something out related to your appearance. Its close connection with hair suggest new growth and wisdom.  If you are paining your house it has to do with refreshing your mind.
B,Buckle,Are you forgetting to protect yourself in life in anyway? These dreams indicate a need to tighten up or you are making sure you are safe in your journey ahead.
B,Buffalo or Bison,Bison’s or buffalos are among the most dangerous animals once confronted. In our dreams these powerful animals point towards raw masculine power and strength. Though in our dreams these animals usually attack or chase us – a symbol relating to unconscous masculine energy (see yang energy) that is off balance or not integrated within. Both males and female can dream of the buffalo; pointing to a male sex drive or a woman animus (see animus). Noticing a black buffalo in your dreams points to the shadow or the unconscious side of the dream.
B,Buffet,"To dream of a buffet represents new found spiritual nourishment, energy and wealth. To dream of a feast symbolizes a sense of freedom, wealth or over indulging yourself."
B,Bugs,"Most of the time these dreams indicate something is bugging you that you are not putting your focus on. They connect to negative thoughts, people, unconscious behaviors or feelings such as guilt or anxiety that controls you. The type of bug determines how big the annoyance is. This might be why when we dream of bugs they crawl over us, in our beds or sometimes found in our mouth. Depending the location and type of bug it will alter the meaning. In-depth analysis of Bugs  dreams"
B,Building,"Dreaming of a building is highly symbolic that represents the dreamer. The layout becomes a metaphor for the psyche of the dreamer relating to drives, ideas, motives, beliefs, relationships, principles.  What is inside is often unconscious to the dreamer. Tall or damaged buildings are common themes of progress or failures. In-depth analysis of Building  dreams"
B,Bull,"When the bull has emerged in your dreams it contains a powerful message that has penetrated your consciousness with brute force. It manifests as what you are running away from or standing up to, encourages you to confront your unconscious fears, drives and urges. Though bulls are commonly known to chase or attack the dreamer when they are unaware of this powerful masculine energy in their lives. In-depth analysis of Bull dreams"
B,Bullied,"Could these dreams be repressed memories from your childhood? If not could it reflect aspects of your work, home or relationship? The location and who is around are clues where to investigate."
B,Bunny,"Bunnies connect the dreamer to luck, prosperity, abundance, and fertility. They can be considered both a positive and negative omen depending how the rabbit appears in your dream. They can display similar characteristics to the fox – a deceitful or cunning animal that takes the role of the trickster. A symbol of sexual repression or innocence. In-depth analysis of Bunny dreams"
B,Burgled,These dreams bring your attention to your mind/psyche as someone or something has been violated. The items that where taken are clues to what to investigate.
B,Burned,"Anything burnt in your dream usually has a negative association with it. The aftermath of a fire relating to an intense or passionate feelings about something or someone. When the dreamers hand is burnt represents offerings, help, or work that will be taken for granted. A burnt house usually represents endings or personal changes within the dreamers psyche. Burned by fire is synonymous with anger or rage from someone. This might also imply being tired or burnt out. The saying you get burnt playing with the fire suggests be aware of your movements. If you noticed a burnt face it might reflect unconscious aspects of yourself that has been damaged by your past. If your legs are burnt in your dream it becomes a warning to either slow down or your progress will be stopped by an angry force."
B,Burial,"Dreaming of a burial can be seen both as a positive and negative omen depending the context of the dream. Essentially things that are buried suggest things that are no longer needed; a reflection of the past, behaviors, relationships, old self that has new been reborn. Alternatively, these dream might suggest you are trying to dig up the past or relive things that are no longer working. To dream of someone getting buried might suggest a transformation with the person."
B,Buried Alive,When you dream about being buried represents our fears are taking over our life. Get a handle on your emotions and stop stressing. This is your unconscious mind telling you to wake up and smell the roses and fix the problem. If you are burying a person dead or alive symbolizes inner turmoil. You might need to correct a issue that you are covering up.
B,Bus,"Buses in our dreams are significant symbols metaphoric to movement in our life, from one stop to another.  The key motive behind the dreams is to bring attention to our movement, changes and direction of our life path. Our journey has its ups and downs, sometimes we miss the bus suggesting missed opportunities or not being ready to move to the next stop. These shortstops in life can be any type of movement that goes on with us.  If you experience a bus crash might be the end of the direction you might be going.  If you are driving the bus you will have more control over you destiny. If the bus loses control donates to a lack of direction in your life at the moment. In-depth analysis of Bus  dreams"
B,Busy,These are dreams implying for you to slow down as you might be rushing in life.
B,Butterfly Dreams,"Butterfly’s are considered some of the most powerful dreams symbols that connect us to our own personal transformation. These unique dream symbols are arrows pointing at our soul as a butterfly goes through the metamorphosis stage. These very symbolic creatures where the Christians believe it’s as a symbol of resurrection, where the Chinese thought of it as bliss and joy.  The image of the butterfly is presented to us as a metaphor in our dreams that shed light with the new and out with the old. In-depth analysis of Butterfly Dreams  dreams"
B,Buttocks,As funny as this dream is it might have more of a significance than you might think. These dreams hint for us to protect yourself to watch out for something behind us. You might want to cover your ass in some situation you are experiencing in your waking life.
B,Button,These dreams are usually linked to our clothing that holds and connects our image together.  Clothes cover us from others and a button makes sure we are not exposing ourselves.
B,Buying,"We are known to buy items in our dreams such as houses, car, fish, food, clothes or even chocolate just to name a few. Whatever we buy would contain gaining things in our lives that we have been in search for. Your hard work has now change a part of your appearance or something that may have nourished your soul. What you buy will alter the meaning of what you will be rewarded. In-depth analysis of Buying  dreams"
C,Cab,A cab is a form of transportation meaning how you navigate around in your life.  If you were driving shows that you are in more control as if someone was driving you.  If you call for an Uber in your dreams suggest a need for others to help you get around.  The condition of the road and the cab shows you if the journey will be pleasant or not.  If the cab driver crashes donates that the plans will come to a stop or a problem with future plans.
C,Cage,"When ever we dream of cages it has everything to do with being trapped in your waking life. These dreams act as a metaphor to bring to your attention feeling of being stuck, restricted and independence. A cage underwater represents trapped emotions. If you noticed a feline in a cage it shows you the feminine need to be embraced. If you noticed a dog that suggest your instincts are being repressed. If you noticed the cage empty and the door open is a positive symbol for being let out of a stuck situation in your life. Dreams about cage fighting implies conflicting ideas or beliefs within the person."
C,Camera,"In our life’s camera play a big role in capturing the past. Cameras of symbols of trying to remember past events. A speed camera informs the dreamer a need to slow down on your current path before you will get stopped. A broken camera suggests something is broken as you try to capture or retain something in your life. Surveillance cameras shows you are being watched by a higher authority – fears of making mistakes relating to work, relationships and parents."
C,Canada,"What do you think of when you think of the country Canada? Friendly people? Peaceful? Or perhaps a place to find yourself in the vast open country. Countries in dreams alter from meaning to meaning, however if you had a good experience it becomes a positive omen. Depending the location Canada can be seen as the wild part of you; exploring the unconscious side."
C,Cannibalism,Cannibalism is the act of consuming another individual of the same species as food. In our dreams this can be metaphoric relating to people who feed or consume the energy of others. This is why we are often attacked by cannibals in our dream indicating that this attack has directly affected the dreamer. A symbol that  reflects the people who have power over you; to consume by feeding off of your vital energy to benefit for themselves. If you dream of witnessing a cannibal attack it shows that you might be seeing other people being affected by these antisocial people and their is nothing you can do about it. In-depth analysis of Cannibalism dreams
C,Cancelling,"In our dreams cancelling represents a sudden change of plans, not going forward with an idea, decide or announce that (a planned event) will not take place. Usually when we cancel a flight or trip it suggests you made a choice not to transition at the moment. To dream of cancelling a wedding represents a setback from a unification between to opposing energies. See wedding dreams."
C,Cancer,To dream that you are diagnosed with cancer represents your internal factors in your life. These dreams are metaphoric to things that are eating away inside you. You need to find out what causing you to feel this way and nip it in the bud before it spreads. Often times we dream about breast cancer or being diagnosed or tumors; these are common dreams that are made to shake you up. Something internal needs examining and it might be unconscious to the dreamer. In-depth analysis of Cancer dreams
C,Candle,"This dream symbol is very positive that imply intellect and hidden talents.  These powerful dreams symbolizes the light and darkness of life. Connecting to the individual illumination of the spirit of truth. Lit in times of death, they signify the light in the next world, and they represent Christ as the light, removing darkness. Blowing out the candle suggests ending of something that was once bringing you light.  Getting burned by a candle might be related to feelings of religion. In-depth analysis of Candle dreams"
C,Candy,"Candy symbolizes sweetness, happiness, sweet memories, good times, happy news, success, victory and tooth decays in our dreams. It brings us back to our childhood on purpose as the feeling of candy will mimic this new venture or emotion. If you are receiving candy it represents good news coming your way. To  dream of a candy store is a positive omen relating to options, success and new ventures unfolding."
C,Cantaloupe,"It’s round shape with seeds tells the dreamer about new growth, fertility and inner transformation. If the fruit is being digested it suggests you might be undergoing this process at the moment."
C,Canned Food,Any type of food becomes a source becomes a source of nourishment. Anything that is canned shows that this is something valuable that is contained within the dreamer. If you are eating from the canned food suggests taking from this source that has been stored away until now. If you are dreaming of canned fish it becomes symbolic image of obtaining spiritual nourishment that was once stored away. Any type of food becomes a source becomes a source of nourishment.
C,Canoe,"Dreaming of a canoe is a positive omen that emerges when adventure and relaxion is heading your way. It’s connection with the water (emotional state) implies that you will find balance and harmony no matter if the water is clear or choppy. If you are buying the canoe you will be starting this venture in the next couple of months. The size of the canoe whether it be big or small, reflects your movement, balance and power as you prepare for this new transition."
C,Car,"Dreams of cars represents our drive in life and the direction that we are going in. Driving a car could either be a good or bad symbol depending the context of your dream. Car crashes are so common as it reflects a halt or stop of movement within the dreamers life. Cars that are either stolen or towed represents setbacks and delays in life. New cars emerge when new more powerful ideas, behaviors or relationships take off. In-depth analysis of  Car dreams"
C,Cards,Life is like a game of cards. The hand you are dealt is determinism; the way you play it is free will. It doesn’t matter what cards you’re dealt. It’s what you do with those cards. The hands you notice in your dream could be a metaphor for what is going on in your life at the moment. Dreaming of a royal flush suggest you will be receiving good luck in the future ( numbers ). Playing cards suggests your competitive nature and takin a chance to gain something. Tarot cards represent things that will come true in the future.
C,Carpet,Dreaming about rugs are positive dreams that imply royalty and comfort. The price of carpets are quite expensive and how the color and design looks puts emphasis on the beauty; an mirror image of your happiness. These dreams can also be a play on words for something you my be shoving under the carpet. Flying on a carpet are lucid dreams for hopes and dreams will come true. A wet carpet is a negative symbol of absorbing emotions that need to be fixed.
C,Carrying,"Carrying in a dream can be seen as something we hold within us, supporting, protecting, moving from one place to another, or responsibility or a return to childhood in a relationship. So why is it we often carry babies in our dreams? Carrying a baby contains aspects of our own inner child, new growth and development and warmth and beginnings in your life. Alternatively, women who dream of holding a baby might desire having one or relates to their maternal instincts – a boy symbolizing the masculine and the girl the feminine energy. If you are carrying water in your dream it represents holding on to your confined emotions that are weighing you down. To dream of carrying firewood symbolize that you will undergo some sort of transformation; fire has the ability to illuminate your soul. If you dream of carrying bags it represents thing you carry with you –  ideas, memories, emotions, past attitudes that carry you in the present moment."
C,Casino,Casinos in your dream appear when you might be taking a chance or risk at something in your life. These dreams can be positive omens when the dreamer has won money or the jackpot. Dreaming of a slot machine becomes symbolic because of the coins – a symbol of wholeness and completion. Perhaps you have taken a chance that will benefit you in the future.
C,Castle,Castles show up in our dreams related to our security or insecurity depending on how it looks. It is a structure built by our own defense mechanisms and how we may defend ourselves from others.
C,Casket,Symbols of death are good omens that rid the old and in with the new.  There is a change coming in your life (rebirth) as something gets buried.  It could also imply the womb or to get closer to mother earth.  A need to be grounded in your life connects to the root chakra. If you notice someone else in the casket suggests there will be a positive change with that person. In-depth analysis of Casket dreams
C,Castration,Castration happens in our dream when you are feeling a loss of control or inner strength in your life. This loss of power has made you close off unconscious aspects of yourself – repressing emotions relating to a specific matter.
C,Cat,"Cats are very powerful dream yet common symbols that connect us to the dreamers feminine nature. A powerful omen relating to creativity, power, intuition and sexuality. The ancient Egyptians connected cats with the Gods. In modern times superstitions like crossing a black cat can also appear in our dreams like a metaphor for danger, though it can be the dreamers own shadow archetype. If you are being attacked by a cat might imply catty nature or an unconscious emotional attack that connects to the feminine part of the dreamer. Dreaming of a kitten suggests purity and innocence. A lions and tigers are powerful symbols of the unconscious feminine and masculine traits. In-depth analysis of Cat dreams"
C,Caterpillar,The stage before undergoing a major shift or transformation in your life. The are positive dream symbols until they attack. Hairy caterpillars symbolize new growth. In-depth analysis of Caterpillar dreams
C,Cave,"Caves or caverns in our dream represent the symbol of protection, a type of passageway, or the connection to the womb. A powerful symbol that connects to the unconscious mind and the heart; a place where treasures are found but also resides the dragon and spirits. In-depth analysis of Cave dreams"
C,Caveman,Your primitive side that is not fully understood. Repressed urges and instincts are mirrored thought the caveman. See caves for more information.
C,CBD Oil,"Dreaming of taking CBD brings your focus to your mind body and soul. It could be an indication to become a more relaxed person, or possibly to target areas in your life where there is pain."
C,Ceiling,"Ceilings are symbols of protection and barriers we create in our minds. Though most ceiling dreams show water leaking, cracked or damaged. These dreams represents an emotional instability of a part of your mind that need to be fixed or else it will collapse. Ceilings that either fall or break down show an past issues that has reached a breaking point due to a lack of attention."
C,Celebrity,"Dreaming of celebrities are common dreams that help you find out about yourself a bit more. The qualities and attributes the famous person displayed is often a projection, something that is unconscious to you. However the meaning can change one you developed a friendship, or even in a romantic relationship. In-depth analysis of Celebrity dreams"
C,Cell Phone,Using a cell phone in our dreams are very common now that are used as a symbol of communication. Having difficulty trying to dial someone is a common dream suggesting issues communication on a emotional level. Trying to call the police suggest a need to get help in the situation you are currently in. A cracked cell phone relates to annoyances and breaks of things close to us. The person you are speaking to holds many clues if you remember the conversation. In-depth analysis of Cell Phone dreams
C,Centipede,"Connecting to the shadow archetype it is a dangerous creature if bitten. They appear to dwell in dark places, this is where the negative unconscious aspects hide. They have the ability to move quick and as they have many legs. Moving quickly with many legs could also be a metaphor relating to your life at the moment."
C,Cemetery,Cemetery dreams are usually a good symbols that show us life and death in our lives. In with the new and out with the old; a rebirth of parts of your personality.  These dreams help remind us that the old is now buried and its time to move forward.  If someone who has passed away recently you may encounter these dreams as a grieving process. In-depth analysis of Cemetery dreams
C,Cereal,Depending on the cereal you are eating could be a play on words. Possibly a metaphor for serial the act of repetition. Eating cereal in your dream suggest you will get an quick energy boost in your life.
C,Chair,When we dream of a chair in our dream symbolizes our need to take it easy. You need to take a break from you busy schedule and rest. You are working yourself to the bone and this dream is your unconscious tell you to calm down. A broken or damaged chair might relate to weight problems or being overworked. An electric chair represents being punished for doing something wrong.
C,Cheating,"A symbol that doesn’t have anything to do with your romantic life but rather something else you may have felt betrayal in your life. The theme usually revolves around the dreamer either kissing, foreplay or sexual interactions while you feel betrayed or angry. If you are cheating it might suggest you are looking for something within the person that you either admire or want to incorporate in your life. Sometimes it connects to our own masculine and feminine energies. See animus and anima. In-depth analysis of Cheating dreams"
C,Chalkboard,What is on the board and why are you using it? Could this be a dream symbol of your childhood classroom experiences that you are repressing?
C,Chase Dreams,"Chase dreams are metaphoric for running away or not facing something our lives. These repressed fears or ignored feelings manifest as masked men, animals, monsters, devils, killers just to get our attention. Recurring chase dreams occur when the dreamer has ignored this problem for too long, a warning from the unconscious to face your fears before it overpowers you. In-depth analysis of Chase Dreams dreams"
C,Chakras,"These are circular vortexes of energy that are placed in seven different points on the spinal column, and all the seven chakras are connected to the various organs and glands within the body. If you noticed any of the seven chakras being damaged suggests disturbance of your life vital energy. In-depth analysis of Chakras dreams"
C,Check or Cheque,Any type of dreams with a check might be a metaphor to check something that you might be overlooking. Who was around you when you had or saw the check? Dreaming of a blank check suggests unlimited resources and options in your life. Receiving a check is a positive symbol representing energy and rewards for your work.
C,Chess,How is the game being played? Are you winning or losing? To see a chess board could be how you should be moving in life. Moving in live is similar to playing chess you have to think 10 steps ahead of people.
C,Cheetah,"Could be a play on words for ‘cheating’ or being dishonest. If not, these dreams shows you the ability of agility and speed that you display. It could also be connected to the feminine and swiftness. They connect the dreamer to the feline or instincts that might be unconscious to the dreamer."
C,Child,"Children in dreams often connect to our own inner child that is trapped within the dreamer. Common dreams include possessions, hurt, drowning, kidnapped and shot. The child needs you to rescue him or her as your inner growth has been stunted due to a traumatic past. Once you find and rescue the child your life will become more fulfilling. In-depth analysis of Child dreams"
C,Childhood Home,"A symbol of heading back to the past were something remains unconscious to you. Could this be a repressed memory or a traumatic experience that has shaped the present moment? Inside the old home in your dream tells you a story that contains elements of old forgotten memories, hidden secrets, and repressed emotions. In-depth analysis of Childhood Home dreams"
C,Children,We are known to protect or have children that aren’t even ours in our dreams. Though children in our dreams are very symbolic that often reflect our own inner child that either needs saving or has been rescued (see inner child). Some dream theories suggest that children might in fact be related to one’s childlike behaviors. Or maybe you need to take a break from being an adult and start to go back to a more playful enjoyable life? A need to embrace you childlike behaviour.
C,China/Chinese,"To dream of being in China reflects something in your life that is foreign but not fully understood. This can be a new area or venture that you have jumped into, or perhaps something more complex that relates to more of a global understanding. Regardless, this is a place within you that needs to be explored and what happens in your dream determines your ease or difficulty. Dreaming of a Chinese women or man reflects the yin and yang; masculine and feminine, or anima and animus within you. Depending your interaction with they tells you how balanced this area may be within you. Same goes to dream of a Chinese baby, suggesting a rebirth or new growth with something unknown to you. To dream of the great wall of China represents a barrier you have put up to protect yourself from others."
C,Chimney,"If the house is a representation of your psyche then a chimney would be a release of something burning, something hot."
C,Chimpanzee,This wild ape is found in the jungles linking you to your primitive behaviors and instincts you might not be aware of. A rare animal to encounter but contains a very powerful message that connects to your primitive side. In-depth analysis of Chimpanzee dreams
C,Chocolate,These are very positive dream symbols that suggest internal richness. Depending your diet it could suggest to watch what you eat. A chocolate cake suggests gifts and rewards are coming your way.
C,Choking,Choking dreams become metaphoric that relates to things that are blocked within. The throat chakra connects the mind and body showing an internal blockage relating to  a situation. The throat is known to represent expression and communication of the dreamer. Trying to pull stuff out of your throat represents stuck communication or an inability to get something out of you. If you are choking someone in your dream suggests frustration with that person. Noticing a baby choking represents issues relating to new growth or transitions in your life. A choking cat or dog relates to a restriction of your masculine or feminine instincts and urges.
C,Christmas Tree,"This dream would imply family celebrations, gatherings, and relationships.  The tree is a very ancient custom that becomes a sign of undying life, and it reminds Christians of the “ tree of life ” of Genesis 2:9, an image of Christ, the supreme gift of God to humanity."
C,Church,Churches relates to your own personal belief system. According to dream psychologist Carl Jung he connected the church with religious the collective unconsciousness- a way we collective want to find inner peace. A dream that makes you question God or feelings towards your religion if you had a negative experience inside. In-depth analysis of Church dreams
C,Cigarettes,Do you need a break in life or you have an addiction that you need to kick the habit? Dreams of cigarettes after quitting represents your battle with your own cravings and desires. Cigarette burns symbolize harmful or toxic anger directed towards you. Selling cigarettes suggests you are giving away something that is harmful to others. Old cigarettes represent the past you that used to be toxic. Eating cigarettes implies absorbing toxic behaviors from others.
C,Circle,"This is a positive dream symbol that suggest wholeness, completeness and possibly immortality ( egg ). According to Jung he said that it was the path of completion into yourself or could be a representation of the sun. Depending the context if you are going around in circles its quite self explanatory about your lifestyle. The circle is known to morph in many different images in our dreams, a profound symbol that connects you towards perfection. In-depth analysis of Circle dreams"
C,Classroom,"Many people have recurring dreams of doing test or exams that relates to achieving or falling behind in life. Classrooms represent learning, forgotten memories, personal growth, or resolving problems within. When it is empty it suggests trying to find knowledge that will fulfil you. Sitting in class donates learning new things or remembering what you may have forgotten in the past. Sweeping suggests you are cleaning up what you have learned. Hiding suggests ignorance and refusing to learn something new."
C,Classmates,"They show up to remind you of something important in your life, they are a part of you and who you used to be in the past. Maybe you admire who they were at what they became. However classmates may even show up to teach you something you forgot about in your past. In-depth analysis of Classmates dreams"
C,Cleaning,"Cleaning in dreams is a positive symbol that represents renewal and new beginnings. Cleaning a house connects with the mind or psyche of the dreamer, cleaning up the clutter in your mind. Cleaning a toilet bridges the dreamers root chakra, removing toxic behaviors or past memories. A car being cleaned represent a new fresh drive in your life. Cleaning baby poop represents a release and growth of something new within."
C,Cliff,Depending of the context of your dream the meaning of a cliff can drastically change. If you are looking over a cliff and it is positive then it suggests personal achievements that you have overcome. If you are hanging off a cliff that suggests that you might not be totally secure in your life or a lack of control. In-depth analysis of Cliff dreams
C,Climbing,This dream relates to your current life’s movements. You might be going through a tough time depending on what you are climbing. If you are enjoying it or struggling determines how fast you will make it through. Often time we are climbing a mountain that suggest personal advancement and struggles. In-depth analysis of Climbing dreams
C,Cloaked Figure,"Usually faceless, blacked hooded cloaked figure loves to make appearances only to represent our hidden unconscious fears that trouble us. The very moment we identity with these flaws in our lives the cloaked figure shows his face and loses his power over you. In-depth analysis of Cloaked Figure dreams"
C,Clock,Dreaming of a clock or watch translates to time or duration. How much understanding the dreamer of the passing of time in life. The clock ticking might be linking to how much time we have with something or someone. A watch could be connecting us to watch something we might be missing out on. Dreaming of an alarm clock is a warning or a reminder to be alert in the morning hours.
C,Clouds,Clouds are dream symbols that connect the dreamer with their moods. It changes shape regularly similar to your thoughts. Often times with profound dreams or visions Gods dwell in the clouds looking down at you. In-depth analysis of Clouds dreams
C,Closet,"A interesting dream symbols that give us clues to what we might have stored away or hiding within. The house is a representation of our psyche and each room and floor signify something different. However, the contexts in the closet is what is important to the dreamer. What do you want to come out that might be hidden? Fears of being exposed or talents? In-depth analysis of Closet dreams"
C,Clothing,Clothes in dreams represent the identify and image of the dreamer. How you identify or want to be perceived by others in your waking life. Clothes are symbolic implying protection and covering up something – a fear of not wanting to be exposed. Depending the clothes and how you feel will alter the meaning of your dream. In-depth analysis of Clothing dreams
C,Clown,Clowns are often seen as symbols of fear or repressed emotions that are repressed within the dreamer. A symbol to laugh and not take things seriously in life. In-depth analysis of Clown dreams
C,Cobra,"Cobras can come as warnings or symbols of a major transformation in your life. They provide protection as seen behind the Buddha or in ancient Egypt for higher consciousness. An attack shows the dreamer of enemies or unconscious attacks relating to their instincts, urges and behaviors. In-depth analysis of Cobra dreams"
C,Cockroach,The cockroach is often considered the negative and repressed parts of ourselves. Just how they live and dwell is metaphoric to what needs to be addressed in your life. Killing them in a dream is a positive symbol suggesting that you will tackle this issue. In-depth analysis of Cockroach dreams
C,Colors,"Colors hold different meanings depending the context, location and feeling in your dream. Colors carry very powerful messages that is why some colors stand out more than others. They can connect to our feelings, moods, power and harmony as we move about in this life. Red implies excitement, energy, passion, love, desire, speed, strength, power, heat, aggression, danger, fire, blood, war, violence. Pink symbolizes love and romance, caring, tenderness, acceptance and calm wanting to love. Yellow represents joy, happiness, betrayal sunshine, summer, dishonesty, cowardice, jealousy. Blue might suggest Peace, tranquility, cold, calm, stability, harmony and unity in dreams. Green represents envy and lust. Gray brings your attention to the mood you might be feeling in you walking life. Black represents strength, power, sexuality, sophistication, formality, elegance, wealth, mystery. In-depth analysis of Colors dreams"
C,Coma,You might be dreaming in life while it passes you by. You need to wake up and come back to earth so you can start getting your life back on track.
C,Competition,"Competing in our dreams always reflects what we are competing with in our waking life. Though, this competitive nature within you might still remain dormant or tells you that you are working hard to achieve where you need to go."
C,Comb,"What makes combs symbolic in our dream is the fact it connects with hair. In our dreams hair is a symbol that relates to wisdom, growth, maturity, and thoughts; the comb emerges to help you straighten out things in your life that are shown to others. Combing your hair is considered a very positive symbol that implies you are currently fixing this issue that will soon benefit you."
C,Comforting,Most dreams involve the dreamer comforting someone who needs their help. They are known to cry but you are there to help them. This is a very positive symbol that opens up your empathy for people in need; you have now become a helper that can understand them on a deeper level.  If you are comforting a baby or a child it becomes a symbol that belongs to the dreamers inner child that needs love (see inner child in search bar).  To comfort a stranger in your dream is also the unknown part of you that remain unconscious.
C,Comfort Room,To dream of a comfort room represent rest and relaxation that is long needed in your busy life. These areas belong to a part of your mind that enjoys balance away from the everyday hectic life. The condition of the room tells you a very important message; dirty comfort rooms encourages the dreamer to ground their energy or clean up negative aspects of there life in order for them to relax.
C,Conductor,"If you are a conductor it brings your attention to being in control of yourself, path, and destiny. A clear vision of the next stage in your life."
C,Cooking,"Cooking in your dream is a positive omen relating to nourishing aspects of things that are unconscious to you. Depending on what you are cooking will point you in the direction of what has been metaphorically nourished. Round foods such as eggs symbolize wholeness and completion, where as fish that brings our attention to spiritual or emotional part of the dreamer. In-depth analysis of Cooking dreams"
C,Cop,"Dreaming of police brings our attention to authority or protection. They most often to appear to be symbols of immaturity, father figures, guides or accounting for your bad actions. Women who dream of flirting with a cop might reflect repressed urges or desires, metaphorically playing with the law, or relates to her animus. In-depth analysis of Cop dreams"
C,Cotton,Dreaming of cotton implies the dreamer of good luck and happiness. Its softness and the color representing a pure nature becomes a clue that might reflects the dreamers personality. To dream of a cotton thread suggests something from your past will be healed and brought together.
C,Cotton Candy,To dream of cotton candy brings you back to an innocent yet exciting time from your childhood. What color did you see? Usually these colors can be interpreted in the color section of the dream book.
C,Court,Why are you in court and do you feel guilty or innocent? Do you feel that you might have to stand trial with somebody you know in your life? If you are sent to prison than that means the future might be restrictive to you. Do you feel that you are being judged by yourself or other people?
